Code,Tag No,Equipment Class,Trade,Work Type,Request Date,WO Start Date,WO End Date,Total Hours Work
126901/2,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14001030,14001103,14001103,1
126901/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14001030,14001030,14001030,28
126901,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14001030,14001030,14001102,52
126866,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14001029,14001029,14001029,6
126721,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14001026,14001026,14001026,5
126659/2,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14001025,14001025,14001026,6
126659/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14001025,14001025,14001025,10
126659,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14001025,14001025,14001027,52
126270/5,Comp_A,ELECTRIC MOTOR,CRAFT,CORRECTIVE,14001109,14001110,14001110,4
126270/4,Comp_A,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14001105,14001107,14001109,6
126270/3,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14001018,14001025,14001102,144
126270/2/1,Comp_A,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14001018,14001020,14001020,8
126270/2,Comp_A,ELECTRIC MOTOR,WORKSHOP,CORRECTIVE,14001016,14001018,14001106,16
126270/1,Comp_A,ELECTRIC MOTOR,MACHINERY,CORRECTIVE,14001015,14001016,14001016,2
126270,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14001015,14001015,14001015,16
126250,Comp_A,ELECTRIC MOTOR,CRAFT,SERVICE,14001015,14001016,14001016,2
125783,Comp_B,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14001006,14001006,14001006,10
125711,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14001004,14001004,14001004,20
125468,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000928,14000928,14000928,9
125118,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000922,14001015,14001015,4
125117,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000922,14001023,14001023,3
125116,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000922,14001014,14001014,4
125024,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000921,14000921,14000921,6
124961,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000920,14000920,14000920,4
124918,Comp_A,ELECTRIC MOTOR,ELECTRICAL,SERVICE,14000918,14000920,14000920,12
124803/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000916,14000916,14000916,8
124803,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000916,14000916,14000916,12
124768,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000914,14000917,13
124767,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000920,14000920,6
124766,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000917,14000917,6
124765,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000913,14000913,6
124764,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000914,14000914,6
124763,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000915,14000915,6
124762,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000915,14000916,14000916,6
124747,Comp_E,ELECTRICAL SWITCH,INSTRUMENT,CORRECTIVE,14000915,14000915,14000915,4
124628,Comp_D,COMPRESSOR,Condition Monitoring,CORRECTIVE,14000912,14000912,14000912,2
124398,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14000907,14000907,14000907,3
124225,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000903,14000908,14000908,4
124119,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000902,14000816,14000816,5
123960,Comp_B,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000829,14000829,14000829,3
123957,Comp_B,COMPRESSOR,ELECTRICAL,CORRECTIVE,14000828,14000828,14000828,1
123911,Comp_E,COMPRESSOR,CRAFT,SERVICE,14000826,14000904,14000904,8
123710,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000823,14000822,14000822,5
123682/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000908,14000910,14000915,15
123682,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000822,14001001,14001001,5
123681/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000908,14000910,14000915,10
123681,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000822,14001001,14001001,5
123680/1/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000916,14000917,14000918,5
123680/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000908,14000910,14000920,13
123680,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000822,14001001,14001001,5
123679/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000908,14000908,14000916,6
123679,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000822,14001001,14001001,5
123639,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000821,14010114,14010114,4
123494,Comp_B,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000818,14000825,14000825,30
123221/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000815,14000818,14000818,6
123221,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000815,14000815,14000823,12
123164/7,Comp_A,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14001021,14001021,14001021,14
123164/6,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14001021,14001022,14001022,4
123164/5,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14001020,14001021,14001021,6
123164/4,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14001009,14001013,14001013,4
123164/3,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14001008,14001009,14001009,2
123164/2,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000904,14000907,14000907,6
123164/1,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000902,14000902,14000902,4
123164,Comp_A,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14000812,14000901,14001013,249
123163/7,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14001026,14001026,14001026,6
123163/6,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14001007,14001007,14001007,8
123163/5,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000922,14000924,14000926,20
123163/4,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000921,14000922,14000922,8
123163/3,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000917,14010108,14010108,9
123163/2,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000914,14000915,14000915,8
123163/1/1,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000911,14000911,14000911,10
123163/1,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000909,14000921,14000921,47
123163,Comp_A,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000812,14001026,14001026,130
123162/6,Comp_A,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14000910,14000911,14000911,8
123162/5,Comp_A,ELECTRIC MOTOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000907,14000908,14000908,1
123162/4,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000902,14000920,14000920,12
123162/3,Comp_A,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14000901,14000902,14000902,4
123162/2,Comp_A,ELECTRIC MOTOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000815,14000816,14000816,2
123162/1,Comp_A,ELECTRIC MOTOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000815,14000816,14000816,2
123162,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000812,14000815,14000911,56
123161,Comp_A,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14000812,14000812,14000812,8
123010,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000810,14000810,14000810,10
122823/3,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14000809,14000809,14000812,3
122823/2,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000809,14000809,14000809,12
122823/1,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000806,14000812,14000812,20
122823,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000805,14000809,14000810,42
122667,Comp_E,COMPRESSOR,OVERHAUL,CORRECTIVE,14000803,14000812,14000813,40
122482/8,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14000803,14000804,14000805,2
122482/7,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000803,14000803,14000803,15
122482/6,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000802,14000803,14000803,4
122482/5,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14000802,14000803,14000803,6
122482/4,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000802,14000803,14000803,8
122482/3,Comp_C,COMPRESSOR,WORKSHOP,CORRECTIVE,14000729,14000803,14000803,15
122482/2,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000728,14000728,14000728,15
122482/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000728,14000728,14000729,39
122482,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000728,14000728,14000803,150
122088,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000722,14000722,14000722,10
121946,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000719,14000720,14000720,6
121849,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000716,14000801,14000801,10
121726,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000712,14000712,14000712,6
121486,Comp_A,COMPRESSOR,INSTRUMENT,SHIFT SHAB,14000705,14000705,14000705,5
121370,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000702,14000702,14000702,1
121369,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000702,14000702,14000702,1
121314,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14000631,14000631,14000631,2
121031,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000623,14000709,14000709,1
120938/2,Comp_C,COMPRESSOR,WORKSHOP,SERVICE,14000622,14000627,14000627,4
120938/1,Comp_C,COMPRESSOR,CRAFT,SERVICE,14000621,14000621,14000622,40
120938,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000620,14000621,14000622,135
120351/2,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14000630,14000909,14000909,440
120318,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000611,14000804,14000804,5
120317/1,Comp_D,COMPRESSOR,WORKSHOP,SERVICE,14000613,14000614,14000614,8
120317,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000611,14000611,14000611,10
120277/1,Comp_D,COMPRESSOR,CRAFT,SERVICE,14000611,14000611,14000611,8
120277,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000610,14000611,14000611,24
120269/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000611,14000613,14000613,5
120269,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000609,14000617,14000617,5
120268/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000611,14000611,14000613,6
120268,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000609,14000617,14000617,5
120267/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000611,14000613,14000613,5
120267,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000609,14000617,14000617,5
120266/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000611,14000611,14000614,8
120266,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000609,14000617,14000617,5
120197/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000609,14000611,14000611,12
120197,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000608,14000608,14000615,12
119994,Comp_B,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14000603,14000602,14000602,4
119374,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14000516,14000517,14000517,1
119359/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000516,14000517,14000517,12
119359,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000516,14000517,14000517,24
119196,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000514,14000514,14000514,3
118243,Comp_B,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000506,14000506,14000506,10
117968,Comp_D,ELECTRIC MOTOR,INSTRUMENT,CORRECTIVE,14000501,14000501,14000501,1
117804,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000429,14000514,14000514,2
117287/1,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14000421,14000422,14000422,9
117287,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000417,14000427,14000427,5
116572,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000402,14000402,14000402,0
116513,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000401,14000401,14000401,2
116436,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000331,14000331,14000331,2
116288,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000326,14000316,14000316,6
116287,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000326,14000320,14000320,9
116226,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000325,14000325,14000325,2
115609,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000310,14000310,14000310,6
115424,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000304,14000514,14000514,1
115417,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000304,14000304,14000304,2
115416,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000304,14000304,14000304,0
114995,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000227,14000227,6
114994,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000228,14000228,6
114993,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000228,14000228,6
114992,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000229,14000229,6
114991,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000226,14000226,6
114990,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000229,14000229,6
114989,Comp_B,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14000229,14000226,14000226,6
114355,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000222,14000121,14000121,5
114353,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000222,14000207,14000207,5
114352,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000222,14000206,14000206,5
114351,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000222,14000201,14000201,15
114348,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000222,14000208,14000208,5
114268/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000222,14000220,14000222,3
114268,Comp_B,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000221,14000227,14000227,10
114267/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000222,14000220,14000222,3
114267,Comp_B,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000221,14000227,14000227,10
114265/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000222,14000220,14000222,3
114265,Comp_B,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000221,14000227,14000227,10
114264/1,Comp_B,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000222,14000220,14000222,3
114264,Comp_B,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000221,14000227,14000227,10
114132,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000218,14000218,14000218,8
114023,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000213,14000213,14000213,8
113958,Comp_B,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14000211,14000215,14000215,8
113957/3,Comp_B,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14000219,14000220,14000220,8
113957/2,Comp_B,ELECTRIC MOTOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000212,14000212,14000212,1
113957/1,Comp_B,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000212,14000213,14000213,12
113957,Comp_B,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000211,14000212,14000309,25
113655/5,Comp_C,PUMP,ELECTRICAL,CORRECTIVE,14000207,14000209,14000209,12
113655/4,Comp_C,PUMP,CRAFT,CORRECTIVE,14000206,14000206,14000206,3
113655/3,Comp_C,PUMP,CRAFT,CORRECTIVE,14000205,14000206,14000206,4
113655/2,Comp_C,PUMP,WORKSHOP,CORRECTIVE,14000204,14000206,14000331,20
113655/1,Comp_C,PUMP,CRAFT,CORRECTIVE,14000202,14000202,14000202,4
113655,Comp_C,PUMP,ELECTRICAL,CORRECTIVE,14000202,14000202,14000208,8
113647,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14000201,14000201,14000201,3
113396,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14000125,14000125,14000125,2
113256/1,Comp_E,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14000124,14000125,14000125,8
113256,Comp_E,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000123,14000125,14000125,5
113192,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14000122,14000122,14000122,5
112416,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000116,14000116,14000116,2
112399,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14000116,14000116,14000116,2
112393/1,Comp_E,ELECTRIC MOTOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000116,14000116,14000116,2
112393,Comp_E,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000116,14000116,14000125,39
112392/6,Comp_E,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000124,14000125,14000125,8
112392/2,Comp_E,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000118,14000117,14000119,5
112392/1,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14000116,14000116,14000116,3
112392,Comp_E,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14000116,14000211,14000416,176
112391/3,Comp_E,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000124,14000125,14000125,6
112391/2,Comp_E,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000124,14000124,14000229,24
112391/1,Comp_E,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000124,14000125,14000125,3
112391,Comp_E,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000116,14000124,14000124,15
112390,Comp_E,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14000116,14000116,14000125,80
112238,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14000111,14000117,14000117,18
112199,Comp_B,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14000111,13991121,14000115,59
112052,Comp_B,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14000108,14000108,14000108,20
112051/5,Comp_B,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000226,14000227,14000227,8
112051/4,Comp_B,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000226,14000226,14000226,6
112051/3,Comp_B,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000222,14000226,14000228,16
112051/2,Comp_B,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000221,14000222,14000222,3
112051/1,Comp_B,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14000218,14000218,14000218,2
112051,Comp_B,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14000108,14000311,14000311,180
112050/4,Comp_B,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000302,14000303,14000304,3
112050/3,Comp_B,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000220,14000313,14000313,10
112050/2,Comp_B,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14000219,14000221,14000221,12
112050/1/1,Comp_B,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14000211,14000211,14000211,12
112050,Comp_B,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14000108,14000211,14000309,160
111875/1,Comp_C,COMPRESSOR,CRAFT,CORRECTIVE,14000102,14000103,14000103,4
111875,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14000102,14000103,14000103,20
